 0        0          119    79   150
 PPSSP    RSSPR        0     0     1
 PPS      SPS          1     0     0
 PPSS     PSRS         0     1     0
 PPSS     PSSP         3     1     1
 PPSS     PSSR         5     3     3
 PPSS     PSSS         1     0     1
 PPSSP    SSSPP        0     1     2
 PPSSR    PPSRS        1     0     0
 PPSSR    PRPSR        0     0     1
 PPSSR    PRRSR        1     0     0
 PPSSR    PRSRS        0     0     1
 PPSSR    PSSPP        0     2     0
 PPSSR    PSSPS        0     1     0
 PPSSR    PSSRP        0     0     2
 PPSSR    PSSRR        2     0     0
 PPSSR    PSSRS        0     1     0
 PPSSR    PSSSS        1     0     0
 PPSS     RRRP         1     0     0
 PPSSR    RRRPP        0     1     0
 PPSSR    RRSPR        2     0     1
 PPSSR    RRSRP        0     1     0
 PPSS     RRSP         3     6     1
 PPSS     RRSR         1     0     0
 PPSSR    RSSPP        0     1     1
 PPS      SRS          1     1     1
 PPSS     RSRP         0     1     0
 PPSS     RSSP         2     1     3
 PPSSR    SSSPP        7     0     0
 PPSSR    SSSSR        0     0     1
 PPS      SSP          1     0     0
 PPSSS    PPSPP        0     0     1
 PPSSS    PPSRP        1     0     0
 PPSSS    PSRSP        0     1     0
 PPSSS    PSSPP        0     1     0
 PPSSS    PSSRP        0     0     1
 PPSSS    PSSRR        1     0     0
 PPSSS    PSSRS        0     1     0
 PPS      SSR          3     1     0
 PPSSS    RRSPP        0     0     1
 PPSSS    RRSPR        0     3     1
 PPSSS    RSRPR        1     0     0
 PPSS     SRSS         0     1     0
 PPSSS    RSSPP        0     1     0
 PPS      SSS         25    16    17
 PPSS     SSRP         0     1     0
 PPSS     SSSP         8     4     3
 PPSSS    SSRPR        0     1     0
 PPSS     SSSS         1     0     0
 PPSSS    SSSPP        2     0     2
 P        R          146   410   199
 PR       PP           7     7     2
 PRP      PPP          0     1     1
 PRPP     PPPS         0     1     0
 PRPPP    PSPRP        0     1     0
 PRPPP    PSPRR        0     0     1
 PRPPP    PSPRS        0     1     0
 PRPPP    PSRPR        1     0     0
 PRPPP    PSRSR        1     0     0
 PRPPP    RPPRR        1     0     0
 PRPPP    RRPPR        0     0     1
 PRPPP    RSSPP        1     0     2
 PRPP     PSPP         0     1     0
 PRPP     PSPR         0     1     3
 PRPP     PSRP         1     2     1
 PRPP     PSRR         3     1     0
 PRPP     PSRS         0     1     1
 PRPP     PSSP         0     1     0
 PRPPP    SSPPR        1     0     0
 PRPPP    SSPRS        3     0     0
 PRPPP    SSPSR        0     1     0
 PRPP     RPPR         0     0     1
 PRPPR    PSRPS        0     1     0
 PRPPR    PSRRR        2     0     1
 PRP      PRR          3     4     0
 PRPP     RRPP         2     3     1
 PRPP     RRPR         0     1     0
 PRPP     RRPS         1     0     0
 PRPPR    RRPPR        0     1     1
 PRPPR    RRPSP        0     0     1
 PRPPR    RSPPR        0     1     0
 PRPPR    RSSPR        1     0     0
 PRPPR    RSSPS        1     0     0
 PRPP     RSPP         1     0     0
 PRPPR    SRRSR        0     0     1
 PRPP     RSSP         2     7     3
 PRPPR    SSPPP        1     0     1
 PRPPR    SSPPS        1     0     0
 PRPPR    SSPSP        3     1     1
 PRPPR    SSPSR        0     0     1
 PRP      PSP          6     9     5
 PRPPS    PPPSS        0     1     0
 PRPPS    PSPPS        0     0     1
 PRPPS    PSPRP        0     1     0
 PRPPS    PSRPS        0     0     2
 PRPPS    PSRSS        0     1     0
 PRPPS    PSSPP        1     0     0
 PRP      PSR         12     3    10
 PRPPS    RRPPP        1     0     0
 PRPPS    RRPPR        0     1     1
 PRPPS    RRPRS        0     1     0
 PRPP     SRRS         1     0     0
 PRPPS    RSSPP        0     0     1
 PRPPS    RSSPR        1     0     1
 PRPPS    RSSPS        1     1     1
 PRP      PSS          1     0     1
 PRPP     SSPP         3     1     1
 PRPP     SSPR         0     1     3
 PRPP     SSPS         6     1     1
 PRPPS    SSPPP        1     0     0
 PRPPS    SSPRR        0     1     0
 PRPPS    SSPSS        1     0     0
 PR       PR           8    17     7
 PRP      RPP          0     0     1
 PRPRP    PRRRR        1     0     0
 PRPRP    PRRRS        1     0     0
 PRPRP    PSPRP        1     0     0
 PRPRP    PSPRR        0     0     1
 PRPRP    PSRPP        1     0     0
 PRPRP    PSRPR        1     0     0
 PRPRP    PSRPS        0     0     1
 PRPRP    PSRSP        2     0     0
 PRPRP    PSRSR        3     0     0
 PRPRP    RRPRP        0     0     1
 PRPRP    RRPSR        0     0     1
 PRPRP    RRPSS        1     0     0
 PRPR     PRRR         0     1     2
 PRPRP    RRRPS        1     1     0
 PRPRP    RSPRR        1     0     0
 PRPRP    RSSPP        0     1     2
 PRPRP    RSSPR        1     0     0
 PRPRP    RSSPS       36     0     1
 PRPRP    RSSRR        0     1     0
 PRPR     PSPR         2     2     2
 PRPRP    SPRRP        0     0     1
 PRPRP    SPRRR        0     0     2
